CityName,YY,MM,WGS84_Lon,WGS84_Lat,RainValue,
╝Г╤И╔╚,2016,2,121.25,24.85,3.59572,
╝Г╤И╔╚,2016,3,121.25,24.85,11.1029,
╝Г╤И╔╚,2016,4,121.25,24.85,6.50942,
╝Г╤И╔╚,2016,5,121.25,24.85,6.4301,
╝Г╤И╔╚,2016,6,121.25,24.85,5.94602,
╝Г╤И╔╚,2016,7,121.25,24.85,3.54932,
╝Г╤И╔╚,2016,8,121.25,24.85,3.3493,
╝Г╤И╔╚,2016,9,121.25,24.85,10.5384,
╝Г╤И╔╚,2016,10,121.25,24.85,2.55513,
╝Г╤И╔╚,2016,11,121.25,24.85,3.97565,
╝Г╤И╔╚,2016,12,121.25,24.85,0.49948,
╝Г╤И╔╚,2017,1,121.25,24.85,0.933777,
╝Г╤И╔╚,2017,2,121.25,24.85,3.97137,
╝Г╤И╔╚,2017,3,121.25,24.85,6.70958,
╝Г╤И╔╚,2017,4,121.25,24.85,4.81045,
╝Г╤И╔╚,2017,5,121.25,24.85,3.49454,
╝Г╤И╔╚,2017,6,121.25,24.85,19.657,
╝Г╤И╔╚,2017,7,121.25,24.85,8.11529,
╝Г╤И╔╚,2017,8,121.25,24.85,0.608824,
╝Г╤И╔╚,2017,9,121.25,24.85,1.32684,
╝Г╤И╔╚,2017,10,121.25,24.85,1.59197,
╝Г╤И╔╚,2017,11,121.25,24.85,2.82958,
╝Г╤И╔╚,2017,12,121.25,24.85,1.18759,
╝Г╤И╔╚,2018,1,121.25,24.85,9.16551,
╝Г╤И╔╚,2018,2,121.25,24.85,5.8292,
╝Г╤И╔╚,2018,3,121.25,24.85,1.79179,
╝Г╤И╔╚,2018,4,121.25,24.85,2.30067,
╝Г╤И╔╚,2018,5,121.25,24.85,1.78357,
╝Г╤И╔╚,2018,6,121.25,24.85,4.10286,
╝Г╤И╔╚,2018,7,121.25,24.85,6.44843,
╝Г╤И╔╚,2018,8,121.25,24.85,4.11622,
╝Г╤И╔╚,2018,9,121.25,24.85,6.30441,
╝Г╤И╔╚,2018,10,121.25,24.85,3.31138,
╝Г╤И╔╚,2018,11,121.25,24.85,1.20985,
╝Г╤И╔╚,2018,12,121.25,24.85,1.37179,
╝Г╤И╔╚,2019,1,121.25,24.85,1.24771,
╝Г╤И╔╚,2019,2,121.25,24.85,2.11737,
╝Г╤И╔╚,2019,3,121.25,24.85,8.38786,
╝Г╤И╔╚,2019,4,121.25,24.85,5.56756,
╝Г╤И╔╚,2019,5,121.25,24.85,10.9793,
╝Г╤И╔╚,2019,6,121.25,24.85,14.0365,
╝Г╤И╔╚,2019,7,121.25,24.85,6.98848,
╝Г╤И╔╚,2019,8,121.25,24.85,9.61754,
╝Г╤И╔╚,2019,9,121.25,24.85,7.05208,
╝Г╤И╔╚,2019,10,121.25,24.85,0.77435,
╝Г╤И╔╚,2019,11,121.25,24.85,0.31958,
╝Г╤И╔╚,2019,12,121.25,24.85,4.15188,
╝Г╤И╔╚,2020,1,121.25,24.85,1.40489,
╝Г╤И╔╚,2020,2,121.25,24.85,1.3026,
╝Г╤И╔╚,2020,3,121.25,24.85,6.07652,
╝Г╤И╔╚,2020,4,121.25,24.85,3.40131,
╝Г╤И╔╚,2020,5,121.25,24.85,14.2456,
╝Г╤И╔╚,2020,6,121.25,24.85,1.07828,
╝Г╤И╔╚,2020,7,121.25,24.85,3.39256,
╝Г╤И╔╚,2020,8,121.25,24.85,6.97574,
╝Г╤И╔╚,2020,9,121.25,24.85,3.53645,
╝Г╤И╔╚,2020,10,121.25,24.85,0.784416,
╝Г╤И╔╚,2020,11,121.25,24.85,0.282752,
╝Г╤И╔╚,2020,12,121.25,24.85,2.89656,
╝Г╤И╔╚,1960,1,121.25,24.90,3.0183,
╝Г╤И╔╚,1960,2,121.25,24.90,0.514802,
╝Г╤И╔╚,1960,3,121.25,24.90,4.50475,
╝Г╤И╔╚,1960,4,121.25,24.90,6.69139,
╝Г╤И╔╚,1960,5,121.25,24.90,8.92718,
╝Г╤И╔╚,1960,6,121.25,24.90,8.44514,
╝Г╤И╔╚,1960,7,121.25,24.90,7.09826,
╝Г╤И╔╚,1960,8,121.25,24.90,24.6614,
╝Г╤И╔╚,1960,9,121.25,24.90,5.34712,
╝Г╤И╔╚,1960,10,121.25,24.90,2.3207,
╝Г╤И╔╚,1960,11,121.25,24.90,1.49144,
╝Г╤И╔╚,1960,12,121.25,24.90,1.32023,
╝Г╤И╔╚,1961,1,121.25,24.90,1.6805,
╝Г╤И╔╚,1961,2,121.25,24.90,5.17503,
╝Г╤И╔╚,1961,3,121.25,24.90,9.24782,
╝Г╤И╔╚,1961,4,121.25,24.90,3.01807,
╝Г╤И╔╚,1961,5,121.25,24.90,5.21287,
╝Г╤И╔╚,1961,6,121.25,24.90,1.16242,
╝Г╤И╔╚,1961,7,121.25,24.90,8.20788,
╝Г╤И╔╚,1961,8,121.25,24.90,4.75639,
╝Г╤И╔╚,1961,9,121.25,24.90,13.5487,
╝Г╤И╔╚,1961,10,121.25,24.90,0.971228,
╝Г╤И╔╚,1961,11,121.25,24.90,3.24746,
╝Г╤И╔╚,1961,12,121.25,24.90,3.1837,
╝Г╤И╔╚,1962,1,121.25,24.90,3.08258,
╝Г╤И╔╚,1962,2,121.25,24.90,2.71319,
╝Г╤И╔╚,1962,3,121.25,24.90,8.39868,
╝Г╤И╔╚,1962,4,121.25,24.90,3.39538,
╝Г╤И╔╚,1962,5,121.25,24.90,3.04333,
╝Г╤И╔╚,1962,6,121.25,24.90,7.35477,
╝Г╤И╔╚,1962,7,121.25,24.90,4.38925,
╝Г╤И╔╚,1962,8,121.25,24.90,3.47698,
╝Г╤И╔╚,1962,9,121.25,24.90,7.27665,
╝Г╤И╔╚,1962,10,121.25,24.90,3.68363,
╝Г╤И╔╚,1962,11,121.25,24.90,2.80894,
╝Г╤И╔╚,1962,12,121.25,24.90,0.468196,
╝Г╤И╔╚,1963,1,121.25,24.90,0.434684,
╝Г╤И╔╚,1963,2,121.25,24.90,1.19247,
╝Г╤И╔╚,1963,3,121.25,24.90,2.63028,
╝Г╤И╔╚,1963,4,121.25,24.90,0.784868,
╝Г╤И╔╚,1963,5,121.25,24.90,1.14262,
╝Г╤И╔╚,1963,6,121.25,24.90,4.72534,
╝Г╤И╔╚,1963,7,121.25,24.90,4.06206,
╝Г╤И╔╚,1963,8,121.25,24.90,0.737614,
╝Г╤И╔╚,1963,9,121.25,24.90,16.5946,
╝Г╤И╔╚,1963,10,121.25,24.90,0.144882,
╝Г╤И╔╚,1963,11,121.25,24.90,1.83977,
╝Г╤И╔╚,1963,12,121.25,24.90,1.38258,
╝Г╤И╔╚,1964,1,121.25,24.90,6.56805,
╝Г╤И╔╚,1964,2,121.25,24.90,3.83577,
╝Г╤И╔╚,1964,3,121.25,24.90,1.30178,
╝Г╤И╔╚,1964,4,121.25,24.90,0,
╝Г╤И╔╚,1964,5,121.25,24.90,1.90501,
╝Г╤И╔╚,1964,6,121.25,24.90,5.99322,
╝Г╤И╔╚,1964,7,121.25,24.90,0.787164,
╝Г╤И╔╚,1964,8,121.25,24.90,8.13089,
╝Г╤И╔╚,1964,9,121.25,24.90,1.77106,
╝Г╤И╔╚,1964,10,121.25,24.90,1.24399,
╝Г╤И╔╚,1964,11,121.25,24.90,0.130962,
╝Г╤И╔╚,1964,12,121.25,24.90,1.33217,
╝Г╤И╔╚,1965,1,121.25,24.90,4.119,
╝Г╤И╔╚,1965,2,121.25,24.90,0.831469,
╝Г╤И╔╚,1965,3,121.25,24.90,3.18368,
╝Г╤И╔╚,1965,4,121.25,24.90,4.16733,
╝Г╤И╔╚,1965,5,121.25,24.90,5.4743,
╝Г╤И╔╚,1965,6,121.25,24.90,1.02191,
╝Г╤И╔╚,1965,7,121.25,24.90,4.50878,
╝Г╤И╔╚,1965,8,121.25,24.90,4.45947,
╝Г╤И╔╚,1965,9,121.25,24.90,2.14665,
╝Г╤И╔╚,1965,10,121.25,24.90,0.630235,
╝Г╤И╔╚,1965,11,121.25,24.90,2.00319,
╝Г╤И╔╚,1965,12,121.25,24.90,1.72796,
╝Г╤И╔╚,1966,1,121.25,24.90,0.740071,
╝Г╤И╔╚,1966,2,121.25,24.90,4.28597,
╝Г╤И╔╚,1966,3,121.25,24.90,5.89785,
╝Г╤И╔╚,1966,4,121.25,24.90,5.29575,
╝Г╤И╔╚,1966,5,121.25,24.90,1.19956,
╝Г╤И╔╚,1966,6,121.25,24.90,21.4513,
╝Г╤И╔╚,1966,7,121.25,24.90,2.96822,
╝Г╤И╔╚,1966,8,121.25,24.90,6.42541,
╝Г╤И╔╚,1966,9,121.25,24.90,12.9657,
╝Г╤И╔╚,1966,10,121.25,24.90,0.455435,
╝Г╤И╔╚,1966,11,121.25,24.90,0.606197,
╝Г╤И╔╚,1966,12,121.25,24.90,1.30073,
╝Г╤И╔╚,1967,1,121.25,24.90,3.47726,
╝Г╤И╔╚,1967,2,121.25,24.90,5.4564,
╝Г╤И╔╚,1967,3,121.25,24.90,2.01658,
╝Г╤И╔╚,1967,4,121.25,24.90,2.77875,
╝Г╤И╔╚,1967,5,121.25,24.90,5.70605,
╝Г╤И╔╚,1967,6,121.25,24.90,4.51819,
╝Г╤И╔╚,1967,7,121.25,24.90,2.96876,
╝Г╤И╔╚,1967,8,121.25,24.90,2.28834,
╝Г╤И╔╚,1967,9,121.25,24.90,2.48049,
╝Г╤И╔╚,1967,10,121.25,24.90,8.62373,
╝Г╤И╔╚,1967,11,121.25,24.90,2.79946,
╝Г╤И╔╚,1967,12,121.25,24.90,2.65048,
╝Г╤И╔╚,1968,1,121.25,24.90,0.165272,
╝Г╤И╔╚,1968,2,121.25,24.90,14.2902,
╝Г╤И╔╚,1968,3,121.25,24.90,7.00054,
╝Г╤И╔╚,1968,4,121.25,24.90,1.40409,
╝Г╤И╔╚,1968,5,121.25,24.90,8.06854,
╝Г╤И╔╚,1968,6,121.25,24.90,12.1228,
╝Г╤И╔╚,1968,7,121.25,24.90,3.19911,
╝Г╤И╔╚,1968,8,121.25,24.90,3.78472,
╝Г╤И╔╚,1968,9,121.25,24.90,2.38988,
╝Г╤И╔╚,1968,10,121.25,24.90,1.53555,
╝Г╤И╔╚,1968,11,121.25,24.90,0,
╝Г╤И╔╚,1968,12,121.25,24.90,0.194741,
╝Г╤И╔╚,1969,1,121.25,24.90,1.6947,
╝Г╤И╔╚,1969,2,121.25,24.90,2.34385,
╝Г╤И╔╚,1969,3,121.25,24.90,6.10858,
╝Г╤И╔╚,1969,4,121.25,24.90,0.161605,
╝Г╤И╔╚,1969,5,121.25,24.90,1.8061,
╝Г╤И╔╚,1969,6,121.25,24.90,10.2744,
╝Г╤И╔╚,1969,7,121.25,24.90,2.01989,
╝Г╤И╔╚,1969,8,121.25,24.90,9.91016,
╝Г╤И╔╚,1969,9,121.25,24.90,19.233,
╝Г╤И╔╚,1969,10,121.25,24.90,18.5371,
╝Г╤И╔╚,1969,11,121.25,24.90,1.30754,
╝Г╤И╔╚,1969,12,121.25,24.90,0.161838,
╝Г╤И╔╚,1970,1,121.25,24.90,5.17773,
╝Г╤И╔╚,1970,2,121.25,24.90,0.894375,
╝Г╤И╔╚,1970,3,121.25,24.90,11.3525,
╝Г╤И╔╚,1970,4,121.25,24.90,2.13196,
╝Г╤И╔╚,1970,5,121.25,24.90,4.16954,
╝Г╤И╔╚,1970,6,121.25,24.90,3.65429,
╝Г╤И╔╚,1970,7,121.25,24.90,0.257462,
╝Г╤И╔╚,1970,8,121.25,24.90,7.61635,
╝Г╤И╔╚,1970,9,121.25,24.90,20.3254,
╝Г╤И╔╚,1970,10,121.25,24.90,2.60243,
╝Г╤И╔╚,1970,11,121.25,24.90,1.05982,
╝Г╤И╔╚,1970,12,121.25,24.90,3.50283,
╝Г╤И╔╚,1971,1,121.25,24.90,3.06392,
╝Г╤И╔╚,1971,2,121.25,24.90,1.28953,
╝Г╤И╔╚,1971,3,121.25,24.90,1.79628,
╝Г╤И╔╚,1971,4,121.25,24.90,0.859481,
╝Г╤И╔╚,1971,5,121.25,24.90,2.64936,
╝Г╤И╔╚,1971,6,121.25,24.90,4.10923,
╝Г╤И╔╚,1971,7,121.25,24.90,1.29957,
╝Г╤И╔╚,1971,8,121.25,24.90,0.69495,
╝Г╤И╔╚,1971,9,121.25,24.90,16.6024,
╝Г╤И╔╚,1971,10,121.25,24.90,2.86948,
╝Г╤И╔╚,1971,11,121.25,24.90,2.40246,
╝Г╤И╔╚,1971,12,121.25,24.90,1.21734,
╝Г╤И╔╚,1972,1,121.25,24.90,5.08678,
╝Г╤И╔╚,1972,2,121.25,24.90,2.90531,
╝Г╤И╔╚,1972,3,121.25,24.90,0.887626,
╝Г╤И╔╚,1972,4,121.25,24.90,1.99319,
╝Г╤И╔╚,1972,5,121.25,24.90,8.61926,
╝Г╤И╔╚,1972,6,121.25,24.90,5.73929,
╝Г╤И╔╚,1972,7,121.25,24.90,10.3358,
╝Г╤И╔╚,1972,8,121.25,24.90,13.1182,
╝Г╤И╔╚,1972,9,121.25,24.90,0.490548,
╝Г╤И╔╚,1972,10,121.25,24.90,0.124262,
╝Г╤И╔╚,1972,11,121.25,24.90,2.00894,
╝Г╤И╔╚,1972,12,121.25,24.90,2.65305,
╝Г╤И╔╚,1973,1,121.25,24.90,2.27691,
╝Г╤И╔╚,1973,2,121.25,24.90,1.52128,
╝Г╤И╔╚,1973,3,121.25,24.90,1.24599,
╝Г╤И╔╚,1973,4,121.25,24.90,8.08679,
╝Г╤И╔╚,1973,5,121.25,24.90,5.66942,
╝Г╤И╔╚,1973,6,121.25,24.90,5.43951,
╝Г╤И╔╚,1973,7,121.25,24.90,1.66512,
╝Г╤И╔╚,1973,8,121.25,24.90,3.63639,
╝Г╤И╔╚,1973,9,121.25,24.90,1.21514,
╝Г╤И╔╚,1973,10,121.25,24.90,2.63221,
╝Г╤И╔╚,1973,11,121.25,24.90,1.39069,
╝Г╤И╔╚,1973,12,121.25,24.90,0.451779,
╝Г╤И╔╚,1974,1,121.25,24.90,0.280176,
╝Г╤И╔╚,1974,2,121.25,24.90,4.57379,
╝Г╤И╔╚,1974,3,121.25,24.90,3.39471,
╝Г╤И╔╚,1974,4,121.25,24.90,8.73063,
╝Г╤И╔╚,1974,5,121.25,24.90,8.71047,
╝Г╤И╔╚,1974,6,121.25,24.90,16.3078,
╝Г╤И╔╚,1974,7,121.25,24.90,4.11034,
╝Г╤И╔╚,1974,8,121.25,24.90,2.57092,
╝Г╤И╔╚,1974,9,121.25,24.90,2.49302,
╝Г╤И╔╚,1974,10,121.25,24.90,6.21641,
╝Г╤И╔╚,1974,11,121.25,24.90,1.15409,
╝Г╤И╔╚,1974,12,121.25,24.90,3.11539,
╝Г╤И╔╚,1975,1,121.25,24.90,2.79068,
╝Г╤И╔╚,1975,2,121.25,24.90,2.66314,
╝Г╤И╔╚,1975,3,121.25,24.90,9.80829,
╝Г╤И╔╚,1975,4,121.25,24.90,3.93791,
╝Г╤И╔╚,1975,5,121.25,24.90,10.5469,
╝Г╤И╔╚,1975,6,121.25,24.90,11.5435,
╝Г╤И╔╚,1975,7,121.25,24.90,3.31983,
╝Г╤И╔╚,1975,8,121.25,24.90,11.2973,
╝Г╤И╔╚,1975,9,121.25,24.90,4.41121,
╝Г╤И╔╚,1975,10,121.25,24.90,4.15432,
╝Г╤И╔╚,1975,11,121.25,24.90,0.624377,
╝Г╤И╔╚,1975,12,121.25,24.90,4.40682,
╝Г╤И╔╚,1976,1,121.25,24.90,0.86131,
╝Г╤И╔╚,1976,2,121.25,24.90,1.79867,
╝Г╤И╔╚,1976,3,121.25,24.90,3.20663,
╝Г╤И╔╚,1976,4,121.25,24.90,4.51355,
╝Г╤И╔╚,1976,5,121.25,24.90,5.77983,
╝Г╤И╔╚,1976,6,121.25,24.90,3.57261,
╝Г╤И╔╚,1976,7,121.25,24.90,7.44306,
╝Г╤И╔╚,1976,8,121.25,24.90,9.89087,
╝Г╤И╔╚,1976,9,121.25,24.90,1.91969,
╝Г╤И╔╚,1976,10,121.25,24.90,0.77458,
╝Г╤И╔╚,1976,11,121.25,24.90,0.862518,
╝Г╤И╔╚,1976,12,121.25,24.90,0.578052,
╝Г╤И╔╚,1977,1,121.25,24.90,4.47088,
╝Г╤И╔╚,1977,2,121.25,24.90,2.84097,
╝Г╤И╔╚,1977,3,121.25,24.90,1.77284,
╝Г╤И╔╚,1977,4,121.25,24.90,0.889264,
╝Г╤И╔╚,1977,5,121.25,24.90,4.30715,
╝Г╤И╔╚,1977,6,121.25,24.90,9.26135,
╝Г╤И╔╚,1977,7,121.25,24.90,11.7827,
╝Г╤И╔╚,1977,8,121.25,24.90,7.36935,
╝Г╤И╔╚,1977,9,121.25,24.90,6.5367,
╝Г╤И╔╚,1977,10,121.25,24.90,0.0133797,
╝Г╤И╔╚,1977,11,121.25,24.90,2.73245,
╝Г╤И╔╚,1977,12,121.25,24.90,3.16831,
╝Г╤И╔╚,1978,1,121.25,24.90,3.73053,
╝Г╤И╔╚,1978,2,121.25,24.90,2.54811,
╝Г╤И╔╚,1978,3,121.25,24.90,14.304,
╝Г╤И╔╚,1978,4,121.25,24.90,5.15898,
╝Г╤И╔╚,1978,5,121.25,24.90,8.58852,
╝Г╤И╔╚,1978,6,121.25,24.90,1.31945,
╝Г╤И╔╚,1978,7,121.25,24.90,0.359901,
╝Г╤И╔╚,1978,8,121.25,24.90,1.78559,
╝Г╤И╔╚,1978,9,121.25,24.90,8.62434,
╝Г╤И╔╚,1978,10,121.25,24.90,10.0326,
╝Г╤И╔╚,1978,11,121.25,24.90,0.251137,
╝Г╤И╔╚,1978,12,121.25,24.90,2.69086,
╝Г╤И╔╚,1979,1,121.25,24.90,1.21088,
╝Г╤И╔╚,1979,2,121.25,24.90,1.62891,
╝Г╤И╔╚,1979,3,121.25,24.90,8.39052,
╝Г╤И╔╚,1979,4,121.25,24.90,3.44622,
╝Г╤И╔╚,1979,5,121.25,24.90,7.89299,
╝Г╤И╔╚,1979,6,121.25,24.90,14.2401,
╝Г╤И╔╚,1979,7,121.25,24.90,0.37163,
╝Г╤И╔╚,1979,8,121.25,24.90,6.95674,
╝Г╤И╔╚,1979,9,121.25,24.90,1.34662,
╝Г╤И╔╚,1979,10,121.25,24.90,2.58858,
╝Г╤И╔╚,1979,11,121.25,24.90,3.02804,
╝Г╤И╔╚,1979,12,121.25,24.90,0.750343,
╝Г╤И╔╚,1980,1,121.25,24.90,4.20639,
╝Г╤И╔╚,1980,2,121.25,24.90,6.19565,
╝Г╤И╔╚,1980,3,121.25,24.90,3.33017,
╝Г╤И╔╚,1980,4,121.25,24.90,7.2713,
╝Г╤И╔╚,1980,5,121.25,24.90,4.63895,
╝Г╤И╔╚,1980,6,121.25,24.90,0.671964,
╝Г╤И╔╚,1980,7,121.25,24.90,1.87145,
╝Г╤И╔╚,1980,8,121.25,24.90,5.83571,
╝Г╤И╔╚,1980,9,121.25,24.90,6.41077,
╝Г╤И╔╚,1980,10,121.25,24.90,1.37585,
╝Г╤И╔╚,1980,11,121.25,24.90,1.97656,
╝Г╤И╔╚,1980,12,121.25,24.90,0.17622,
╝Г╤И╔╚,1981,1,121.25,24.90,0.0166326,
╝Г╤И╔╚,1981,2,121.25,24.90,4.92518,
╝Г╤И╔╚,1981,3,121.25,24.90,4.99194,
╝Г╤И╔╚,1981,4,121.25,24.90,2.10849,
╝Г╤И╔╚,1981,5,121.25,24.90,20.1546,
╝Г╤И╔╚,1981,6,121.25,24.90,16.9783,
╝Г╤И╔╚,1981,7,121.25,24.90,12.8692,
╝Г╤И╔╚,1981,8,121.25,24.90,2.65167,
╝Г╤И╔╚,1981,9,121.25,24.90,2.23044,
╝Г╤И╔╚,1981,10,121.25,24.90,2.04241,
╝Г╤И╔╚,1981,11,121.25,24.90,7.57642,
╝Г╤И╔╚,1981,12,121.25,24.90,2.9908,
╝Г╤И╔╚,1982,1,121.25,24.90,0.732704,
╝Г╤И╔╚,1982,2,121.25,24.90,5.07226,
╝Г╤И╔╚,1982,3,121.25,24.90,5.86048,
╝Г╤И╔╚,1982,4,121.25,24.90,5.63426,
╝Г╤И╔╚,1982,5,121.25,24.90,3.85727,
╝Г╤И╔╚,1982,6,121.25,24.90,12.0862,
╝Г╤И╔╚,1982,7,121.25,24.90,7.52529,
╝Г╤И╔╚,1982,8,121.25,24.90,6.788,
╝Г╤И╔╚,1982,9,121.25,24.90,2.63693,
╝Г╤И╔╚,1982,10,121.25,24.90,0.409101,
╝Г╤И╔╚,1982,11,121.25,24.90,3.22182,
╝Г╤И╔╚,1982,12,121.25,24.90,2.40062,
╝Г╤И╔╚,1983,1,121.25,24.90,5.21047,
╝Г╤И╔╚,1983,2,121.25,24.90,17.607,
╝Г╤И╔╚,1983,3,121.25,24.90,18.8479,
╝Г╤И╔╚,1983,4,121.25,24.90,1.95767,
╝Г╤И╔╚,1983,5,121.25,24.90,7.77128,
╝Г╤И╔╚,1983,6,121.25,24.90,3.93989,
╝Г╤И╔╚,1983,7,121.25,24.90,1.41873,
╝Г╤И╔╚,1983,8,121.25,24.90,2.30041,
╝Г╤И╔╚,1983,9,121.25,24.90,1.78213,
╝Г╤И╔╚,1983,10,121.25,24.90,0.625219,
╝Г╤И╔╚,1983,11,121.25,24.90,0.337624,
╝Г╤И╔╚,1983,12,121.25,24.90,1.5629,
╝Г╤И╔╚,1984,1,121.25,24.90,1.77235,
╝Г╤И╔╚,1984,2,121.25,24.90,3.4844,
╝Г╤И╔╚,1984,3,121.25,24.90,7.16658,
╝Г╤И╔╚,1984,4,121.25,24.90,9.33685,
╝Г╤И╔╚,1984,5,121.25,24.90,11.075,
╝Г╤И╔╚,1984,6,121.25,24.90,8.77032,
╝Г╤И╔╚,1984,7,121.25,24.90,1.88022,
╝Г╤И╔╚,1984,8,121.25,24.90,17.9902,
╝Г╤И╔╚,1984,9,121.25,24.90,1.66487,
╝Г╤И╔╚,1984,10,121.25,24.90,1.39938,
╝Г╤И╔╚,1984,11,121.25,24.90,2.80887,
╝Г╤И╔╚,1984,12,121.25,24.90,0.811975,
╝Г╤И╔╚,1985,1,121.25,24.90,1.77716,
╝Г╤И╔╚,1985,2,121.25,24.90,20.2747,
╝Г╤И╔╚,1985,3,121.25,24.90,4.82317,
╝Г╤И╔╚,1985,4,121.25,24.90,5.68043,
╝Г╤И╔╚,1985,5,121.25,24.90,3.20033,
╝Г╤И╔╚,1985,6,121.25,24.90,3.88729,
╝Г╤И╔╚,1985,7,121.25,24.90,8.37432,
╝Г╤И╔╚,1985,8,121.25,24.90,10.8314,
╝Г╤И╔╚,1985,9,121.25,24.90,6.82428,
╝Г╤И╔╚,1985,10,121.25,24.90,3.43641,
╝Г╤И╔╚,1985,11,121.25,24.90,1.29222,
╝Г╤И╔╚,1985,12,121.25,24.90,4.51779,
╝Г╤И╔╚,1986,1,121.25,24.90,0.947076,
╝Г╤И╔╚,1986,2,121.25,24.90,6.0593,
╝Г╤И╔╚,1986,3,121.25,24.90,11.511,
╝Г╤И╔╚,1986,4,121.25,24.90,1.8041,
╝Г╤И╔╚,1986,5,121.25,24.90,12.4821,
╝Г╤И╔╚,1986,6,121.25,24.90,7.92323,
╝Г╤И╔╚,1986,7,121.25,24.90,3.45085,
╝Г╤И╔╚,1986,8,121.25,24.90,12.531,
╝Г╤И╔╚,1986,9,121.25,24.90,8.24851,
╝Г╤И╔╚,1986,10,121.25,24.90,0.60774,
╝Г╤И╔╚,1986,11,121.25,24.90,4.3343,
╝Г╤И╔╚,1986,12,121.25,24.90,1.45535,
╝Г╤И╔╚,1987,1,121.25,24.90,1.3385,
╝Г╤И╔╚,1987,2,121.25,24.90,1.89287,
╝Г╤И╔╚,1987,3,121.25,24.90,8.06146,
╝Г╤И╔╚,1987,4,121.25,24.90,3.88266,
╝Г╤И╔╚,1987,5,121.25,24.90,8.49525,
╝Г╤И╔╚,1987,6,121.25,24.90,3.42138,
╝Г╤И╔╚,1987,7,121.25,24.90,3.03762,
╝Г╤И╔╚,1987,8,121.25,24.90,0.838615,
╝Г╤И╔╚,1987,9,121.25,24.90,8.20341,
╝Г╤И╔╚,1987,10,121.25,24.90,7.64504,
╝Г╤И╔╚,1987,11,121.25,24.90,2.38161,
╝Г╤И╔╚,1987,12,121.25,24.90,1.35326,
╝Г╤И╔╚,1988,1,121.25,24.90,3.48062,
╝Г╤И╔╚,1988,2,121.25,24.90,0.502536,
╝Г╤И╔╚,1988,3,121.25,24.90,4.44522,
╝Г╤И╔╚,1988,4,121.25,24.90,11.3858,
╝Г╤И╔╚,1988,5,121.25,24.90,5.3841,
╝Г╤И╔╚,1988,6,121.25,24.90,1.72114,
╝Г╤И╔╚,1988,7,121.25,24.90,1.94914,
╝Г╤И╔╚,1988,8,121.25,24.90,2.9988,
╝Г╤И╔╚,1988,9,121.25,24.90,7.23369,
╝Г╤И╔╚,1988,10,121.25,24.90,0.95431,
╝Г╤И╔╚,1988,11,121.25,24.90,0.490033,
╝Г╤И╔╚,1988,12,121.25,24.90,0.871435,
╝Г╤И╔╚,1989,1,121.25,24.90,0.963555,
╝Г╤И╔╚,1989,2,121.25,24.90,0.400551,
╝Г╤И╔╚,1989,3,121.25,24.90,2.9336,
╝Г╤И╔╚,1989,4,121.25,24.90,6.72482,
╝Г╤И╔╚,1989,5,121.25,24.90,9.08937,
╝Г╤И╔╚,1989,6,121.25,24.90,0.885508,
╝Г╤И╔╚,1989,7,121.25,24.90,7.33801,
╝Г╤И╔╚,1989,8,121.25,24.90,2.8948,
╝Г╤И╔╚,1989,9,121.25,24.90,13.4102,
╝Г╤И╔╚,1989,10,121.25,24.90,0.830645,
╝Г╤И╔╚,1989,11,121.25,24.90,1.11797,
╝Г╤И╔╚,1989,12,121.25,24.90,2.00841,
╝Г╤И╔╚,1990,1,121.25,24.90,4.81477,
╝Г╤И╔╚,1990,2,121.25,24.90,5.46982,
╝Г╤И╔╚,1990,3,121.25,24.90,3.08714,
╝Г╤И╔╚,1990,4,121.25,24.90,15.1256,
╝Г╤И╔╚,1990,5,121.25,24.90,2.36452,
╝Г╤И╔╚,1990,6,121.25,24.90,11.5784,
╝Г╤И╔╚,1990,7,121.25,24.90,2.35532,
╝Г╤И╔╚,1990,8,121.25,24.90,14.1107,
╝Г╤И╔╚,1990,9,121.25,24.90,9.34328,
╝Г╤И╔╚,1990,10,121.25,24.90,0.362638,
╝Г╤И╔╚,1990,11,121.25,24.90,0.958734,
╝Г╤И╔╚,1990,12,121.25,24.90,0.219536,
╝Г╤И╔╚,1991,1,121.25,24.90,3.34508,
╝Г╤И╔╚,1991,2,121.25,24.90,1.97943,
╝Г╤И╔╚,1991,3,121.25,24.90,3.16521,
╝Г╤И╔╚,1991,4,121.25,24.90,4.67286,
╝Г╤И╔╚,1991,5,121.25,24.90,2.63093,
╝Г╤И╔╚,1991,6,121.25,24.90,12.3683,
╝Г╤И╔╚,1991,7,121.25,24.90,1.34774,
╝Г╤И╔╚,1991,8,121.25,24.90,2.54921,
╝Г╤И╔╚,1991,9,121.25,24.90,2.14668,
╝Г╤И╔╚,1991,10,121.25,24.90,0.162864,
╝Г╤И╔╚,1991,11,121.25,24.90,0.0427514,
╝Г╤И╔╚,1991,12,121.25,24.90,1.50898,
╝Г╤И╔╚,1992,1,121.25,24.90,2.03264,
╝Г╤И╔╚,1992,2,121.25,24.90,12.2113,
╝Г╤И╔╚,1992,3,121.25,24.90,6.53001,
╝Г╤И╔╚,1992,4,121.25,24.90,5.32212,
╝Г╤И╔╚,1992,5,121.25,24.90,6.56751,
╝Г╤И╔╚,1992,6,121.25,24.90,5.92219,
╝Г╤И╔╚,1992,7,121.25,24.90,1.39881,
